85234,37813,1
85234,38453,1
85234,39018,1
85234,39067,1
85234,39395,1
85234,42818,1
85235,42465,1
85235,43638,1
85235,38164,1
85235,38187,1
85235,45026,1
85235,37813,1
85236,46274,1
85236,39261,1
85236,44065,1
85237,37813,1
85237,38914,1
85237,42763,1
85237,46226,1
85238,41812,1
85238,47190,1
85238,37813,1
85238,41095,1
85238,45535,1
85238,46179,1
85238,45657,1
85238,42933,1
85238,44367,1
85239,45026,1
85239,37813,1
85239,38341,1
85240,37813,1
85240,38460,1
85240,38764,1
85241,41349,1
85241,37813,1
85241,37986,1
85241,38082,1
85242,37813,1
85242,46310,1
85242,38453,1
85242,39018,1
85242,39067,1
85243,40593,1
85243,37815,1
85243,40017,1
85243,40112,1
85243,37813,1
85244,38591,1
85244,42341,1
85244,42763,1
85244,44516,1
85244,37813,1
85244,38560,1
85244,41247,1
85244,42265,1
85244,42599,1
85244,44455,1
85244,47137,1
85244,38059,1
85244,39201,1
85244,43240,1
85244,44955,1
85244,38606,1
85244,39416,1
85244,39906,1
85244,42486,1
85244,43478,1
85244,39660,1
85244,41424,1
85244,42393,1
85244,42744,1
85244,42356,1
85244,40676,1
85244,47294,1
85245,40676,1
85245,41806,1
85245,37813,1
85246,37813,1
85246,38400,1
85246,40928,1
85246,43065,1
85246,41146,1
85247,40525,1
85247,41640,1
85247,42341,1
85248,43389,1
85248,41777,1
85248,42763,1
85248,37813,1
85248,39633,1
85248,43497,1
85249,41796,1
85249,39491,1
85249,44013,1
85249,40261,1
85249,37813,1
85249,38557,1
85249,40575,1
85250,37813,1
85250,42763,1
85250,43002,1
85251,43161,1
85251,43949,1
85251,40249,1
85251,37813,1
85251,43170,1
85252,37958,1
85252,37840,1
85252,42150,1
85252,45372,1
85252,39400,1
85252,45013,1
85252,37813,1
85252,39382,1
85252,42435,1
85252,46725,1
85252,40575,1
85253,37986,1
85253,38082,1
85253,38794,1
85254,39863,1
85254,38989,1
85254,39457,1
85254,39862,1
85254,37813,1
85255,41342,1
85255,40363,1
85255,37813,1
85255,40026,1
85256,37813,1
85256,39400,1
85256,37958,1
85256,42062,1
85256,42931,1
85256,44231,1
85256,42683,1
85256,39267,1
85257,37813,1
85257,37985,1
85257,42763,1
85258,37813,1
85258,42763,1
85258,45013,1
85259,37813,1
85259,45016,1
85259,45504,1
85259,39700,1
85259,39279,1
85259,42077,1
85259,45517,1
85259,46108,1
85260,38732,1
85260,39712,1
85260,42748,1
85260,42968,1
85260,39032,1
85260,41231,1
85260,45504,1
85260,42108,1
85260,42992,1
85260,37813,1
85260,45865,1
85260,46221,1
85260,45734,1
85260,46645,1
85260,46602,1
85260,46613,1
85260,38402,1
85260,39512,1
85260,39692,1
85260,44777,1
85260,43667,1
85260,43117,1
85260,40193,1
85260,38163,1
85260,46654,1
85260,44496,1
85260,37887,1
85260,40287,1
85261,37834,1
85261,37813,1
85261,42328,1
85262,37813,1
85262,43092,1
85262,45577,1
85262,40302,1
85263,39223,1
85263,38736,1
85263,39007,1
85264,47249,1
85264,37814,1
85264,42113,1
85265,37814,1
85265,37885,1
85265,38163,1
85265,41951,1
85265,42149,1
85265,42286,1
85265,42610,1
85266,37881,1
85266,40373,1
85266,41301,1
85266,38218,1
85266,39400,1
85266,39580,1
85266,41447,1
85266,41636,1
85266,42102,1
85266,43827,1
85266,44767,1
85266,45806,1
85266,38054,1
85266,40381,1
85267,37815,1
85267,39261,1
85267,41620,1
85268,41620,1
85268,43428,1
85268,45350,1
85268,37815,1
85268,42074,1
85269,37815,1
85269,39159,1
85269,41620,1
85270,40958,1
85270,37815,1
85270,39321,1
85270,39261,1
85271,38334,1
85271,41620,1
85271,42748,1
85272,39701,1
85272,40994,1
85272,37815,1
85272,38133,1
85272,38938,1
85272,43202,1
85272,37897,1
85273,37815,1
85273,38363,1
85273,40516,1
85273,37841,1
85274,42632,1
85274,43428,1
85274,44733,1
85274,40593,1
85274,37815,1
85274,41620,1
85274,43065,1
85275,38631,1
85275,41700,1
85275,37815,1
85275,46166,1
85275,46526,1
85275,45098,1
85275,46654,1
85275,46666,1
85275,46714,1
85276,37815,1
85276,39401,1
85276,42007,1
85276,42054,1
85276,45398,1
85276,38341,1
85277,38172,1
85277,38408,1
85277,37815,1
85277,39495,1
85277,43065,1
85278,38400,1
85278,38930,1
85278,39818,1
85278,40436,1
85278,40601,1
85278,41527,1
85278,43019,1
85278,43109,1
85278,44241,1
85278,45013,1
85278,41146,1
85279,37815,1
85279,38404,1
85279,42170,1
85280,44682,1
85280,37815,1
85280,43389,1
85280,38769,1
85280,39937,1
85280,42057,1
85280,42980,1
85280,45730,1
85280,47540,1
85280,44865,1
85280,42979,1
85280,40028,1
85280,44067,1
85280,44894,1
85280,45530,1
85280,46215,1
85280,44762,1
85280,42035,1
85280,43489,1
85280,44132,1
85280,44946,1
85280,39926,1
85280,45319,1
85280,41177,1
85280,41416,1
85281,40593,1
85281,37815,1
85281,39098,1
85281,42170,1
85281,42680,1
85281,42898,1
85281,44163,1
85281,43737,1
85281,44241,1
85282,37815,1
85282,38341,1
85282,38352,1
85283,37815,1
85283,42074,1
85283,38941,1
85283,37837,1
85283,38400,1
85283,41146,1
85283,42666,1
85284,37815,1
85284,40412,1
85284,40809,1
85284,41002,1
85284,41391,1
85285,41681,1
85285,41879,1
85285,43378,1
85285,37815,1
85286,41069,1
85286,37815,1
85286,40503,1
85286,41316,1
85286,38341,1
85286,38352,1
85286,38404,1
85286,45128,1
85286,40306,1
85286,44832,1
85286,45154,1
85287,38733,1
85287,38453,1
85287,39018,1
85287,39067,1
85287,39395,1
85287,42769,1
85287,39889,1
85287,42611,1
85287,39045,1
85287,39529,1
85287,37815,1
85287,38937,1
85287,40407,1
85287,41309,1
85287,41725,1
85287,37841,1
85287,40470,1
85287,41048,1
85288,37815,1
85288,41146,1
85288,38659,1
85289,39550,1
85289,40261,1
85289,40303,1
85289,42048,1
85289,37815,1
85289,37946,1
85289,40780,1
85289,42576,1
85289,40239,1
85290,39912,1
85290,39451,1
85290,37815,1
85290,38903,1
85290,38934,1
85290,41483,1
85290,40865,1
85290,42850,1
85291,37815,1
85291,38404,1
85291,39223,1
85291,39400,1
85291,38341,1
85291,38352,1
85291,43592,1
85292,37816,1
85292,38303,1
85292,39045,1
85292,39529,1
85293,41044,1
85293,38341,1
85293,38352,1
85293,45128,1
85293,37817,1
85293,38112,1
85293,40346,1
85293,37934,1
85293,38519,1
85293,42674,1
85293,38938,1
85293,41779,1
85293,39272,1
85293,42773,1
85293,43247,1
85293,40998,1
85293,43349,1
85293,37927,1
85294,40067,1
85294,37817,1
85294,41195,1
85294,43152,1
85294,43481,1
85295,39822,1
85295,39028,1
85295,43749,1
85295,45264,1
85295,37817,1
85295,38467,1
85295,39763,1
85295,44198,1
85295,44331,1
85295,38858,1
85295,40799,1
85295,40287,1
85295,46063,1
85295,44975,1
85295,44366,1
85296,40793,1
85296,43181,1
85296,42919,1
85296,37817,1
85296,40454,1
85297,41802,1
85297,37817,1
85297,38075,1
85297,38193,1
85297,38338,1
85298,41831,1
85298,38285,1
85298,40113,1
85298,37817,1
85298,42329,1
85298,40153,1
85299,37817,1
85299,41428,1
85299,39550,1
85299,38792,1
85299,45175,1
85299,42199,1
85300,40462,1
85300,42890,1
85300,37817,1
85300,38848,1
85300,39620,1
85300,40433,1
85300,41932,1
85300,44792,1
85300,42608,1
85300,37932,1
85301,40439,1
85301,41679,1
85301,41892,1
85301,47164,1
85301,43060,1
85301,37843,1
85301,43381,1
85301,37830,1
85301,38441,1
85301,37817,1
85302,37818,1
85302,37993,1
85302,38154,1
85302,38586,1
85302,45929,1
85303,40471,1
85303,42748,1
85303,37818,1
85303,45036,1
85304,39045,1
85304,39529,1
85304,43142,1
85305,44850,1
85305,37818,1
85305,38779,1
85305,38960,1
85305,40575,1
85305,44503,1
85305,46604,1
85305,46816,1
85305,45692,1
85305,44879,1
85306,37818,1
85306,39261,1
85306,40260,1
85307,37818,1
85307,43943,1
85307,39652,1
85307,43848,1
85307,41214,1
85308,38636,1
85308,44721,1
85308,37818,1
85308,38330,1
85308,39720,1
85308,40919,1
85308,40928,1
85308,38400,1
85309,47248,1
85309,38360,1
85309,39268,1
85309,40587,1
85309,40588,1
85309,42077,1
85309,43081,1
85309,37818,1
85309,40223,1
85309,39003,1
85309,43202,1
85310,39268,1
85310,39007,1
85310,37818,1
85310,38782,1
85310,42077,1
85310,43632,1
85310,40586,1
85310,44167,1
85311,42176,1
85311,37818,1
85311,38130,1
85311,42552,1
85312,42979,1
85312,37819,1
85312,39692,1
85312,40385,1
85312,40430,1
85313,37819,1
85313,43329,1
85313,44299,1
85314,37819,1
85314,41704,1
85314,41394,1
85314,40439,1
85314,41723,1
85314,39418,1
85314,39604,1
85314,42760,1
85314,39148,1
85314,42040,1
85314,38347,1
85314,38459,1
85314,44021,1
85314,39042,1
85315,40393,1
85315,40589,1
85315,38168,1
85316,37833,1
85316,40198,1
85316,37820,1
85316,41866,1
85316,40848,1
85316,39668,1
85316,46724,1
85316,44489,1
85317,37819,1
85317,42792,1
85317,40801,1
85317,40452,1
85318,37820,1
85318,40165,1
85318,42568,1
85318,45331,1
85318,46765,1
85318,41296,1
85319,37819,1
85319,38208,1
85319,38608,1
85319,40133,1
85319,38799,1
85319,44562,1
85319,44597,1
85320,37819,1
85320,38332,1
85320,42986,1
85320,43681,1
85320,40777,1
85320,42953,1
85320,42569,1
85320,45191,1
85320,37827,1
85321,37821,1
85321,37932,1
85321,40245,1
85322,43281,1
85322,37821,1
85322,38942,1
85322,45954,1
85323,46725,1
85323,37821,1
85323,38125,1
85324,40128,1
85324,46400,1
85324,37822,1
85324,37841,1
85324,44172,1
85324,38453,1
85324,39018,1
85324,39067,1
85325,43472,1
85325,42208,1
85325,40327,1
85325,43079,1
85325,46453,1
85325,38055,1
85325,43870,1
85325,40474,1
85325,42519,1
85325,41416,1
85325,40569,1
85325,39145,1
85325,38097,1
85325,40927,1
85325,40928,1
85325,40929,1
85326,37822,1
85326,38324,1
85326,41760,1
85326,39490,1
85326,37846,1
85327,37822,1
85327,38241,1
85327,38243,1
85327,38243,1
85328,41160,1
85328,37993,1
85328,38473,1
85328,39611,1
85328,37822,1
85328,37827,1
85328,38078,1
85328,38134,1
85328,39349,1
85328,39411,1
85328,41761,1
85328,44736,1
85328,46467,1
85329,38243,1
85329,45657,1
85329,37822,1
85329,43521,1
85329,43632,1
85329,39229,1
85329,41827,1
85330,37822,1
85330,38363,1
85330,38453,1
85330,39018,1
85330,39067,1
85330,39287,1
85330,39396,1
85330,39395,1
85330,41119,1
85330,43046,1
85330,43202,1
85330,44783,1
85330,39793,1
85331,37986,1
85331,38082,1
85331,40749,1
85331,41977,1
85331,42102,1
85331,37822,1
85331,38782,1
85331,41005,1
85331,40111,1
85331,42535,1
85331,42748,1
85331,38059,1
85331,38383,1
85332,37822,1
85332,43822,1
85332,40114,1
85332,44766,1
85333,37822,1
85333,43274,1
85333,39431,1
85333,42743,1
85333,41278,1
85334,38903,1
85334,38934,1
85334,43088,1
85334,43027,1
85334,39445,1
85334,37987,1
85334,40036,1
85334,43027,1
85334,38412,1
85334,37822,1
85335,38363,1
85335,39580,1
85335,42038,1
85335,43386,1
85335,37822,1
85335,41146,1
85335,41858,1
85335,43031,1
85335,38334,1
85335,39045,1
85336,37822,1
85336,39032,1
85336,46062,1
85336,38800,1
85336,39468,1
85337,40029,1
85337,37822,1
85337,37997,1
85337,38839,1
85337,38243,1
85338,37822,1
85338,38034,1
85338,38782,1
85339,38107,1
85339,41808,1
85339,39825,1
85339,42716,1
85339,37822,1
85339,39414,1
85339,40136,1
